id,title,overview,poster_path
594767,Shazam! Fury of the Gods,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",/A3ZbZsmsvNGdprRi2lKgGEeVLEH.jpg
537915,After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg
330457,Frozen II,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",/mINJaa34MtknCYl5AjtNJzWj8cD.jpg
791373,Zack Snyder's Justice League,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg
10191,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg
32657,Percy Jackson & the Olympians: The Lightning Thief,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",/brzpTyZ5bnM7s53C1KSk1TmrMO6.jpg
1396122,Taandob,,/iplMLlXU1BgmTz4xviILTOlECYL.jpg
1482554,Soul to Squeeze,"Jacob's got problems-deep, mental ones. Desperate for relief, he volunteers for a radical treatment to escape his tortured mind. But instead of peace, he finds himself trapped in a house with a tunnel to his subconscious. What begins as a path to healing becomes a harrowing descent where memory fractures, time distorts, and reality bends. A first-of-its-kind cinematic experience, Soul to Squeeze begins in a boxy 4:3 aspect ratio and ever so slowly widens to a full 2.35:1 by the final frame-mirroring Jacob's expanding perception as he risks everything for redemption. Visually daring and emotionally raw, Soul to Squeeze merges body with mind, taking audiences on a perilous journey through the psyche.",/bBJGmU0ORhmo0liy7c3MdI8qOMU.jpg
205596,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg
1286366,Skelly,"After the death of his grandfather, a boy's father dealing with grief sends him on a journey to understand death, while putting together the annual haunted house.",/meaNUGxHY0JmDO4AgYap5KvylFH.jpg
447273,Snow White,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom.",/xWWg47tTfparvjK0WJNX4xL8lW2.jpg
949,Heat,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,/umSVjVdbVwtx5ryCA2QXL44Durm.jpg
545609,Extraction,A hardened gun-for-hire's latest mission becomes a soul-searching race to survive when he's sent into Bangladesh to rescue a drug lord's kidnapped son.,/nygOUcBKPHFTbxsYRFZVePqgPK6.jpg
1234821,Jurassic World Rebirth,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",/q0fGCmjLu42MPlSO9OYWpI5w86I.jpg
1244492,Look Back,"Popular, outgoing Fujino is celebrated by her classmates for her funny comics in the class newspaper. One day, her teacher asks her to share the space with Kyomoto, a truant recluse whose beautiful artwork sparks a competitive fervor in Fujino. What starts as jealousy transforms when Fujino realizes their shared passion for drawing.",/4f2EcNkp1Mvp9wE5w7HKxcmACWg.jpg
713704,Evil Dead Rise,"A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.",/5ik4ATKmNtmJU6AYD0bLm56BCVM.jpg
519182,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",/wWba3TaojhK7NdycRhoQpsG0FaH.jpg
1232449,Young Hearts,"14-year-old Elias increasingly feels like an outsider in his village. When he meets his new neighbour of the same age, Alexander, Elias is confronted with his burgeoning sexuality.",/iGCtYxfuvXfy0BD5m6p7vKuPOxS.jpg
1137350,The Phoenician Scheme,"Wealthy businessman Zsa-zsa Korda appoints his only daughter, a nun, as sole heir to his estate. As Korda embarks on a new enterprise, they soon become the target of scheming tycoons, foreign terrorists, and determined assassins.",/jtEqpy0K1iVuCebRwWqT6BZ6jLN.jpg
1050161,Complete,"In an abandoned fort, a man tries to recover his lost love. He is prepared to make great sacrifices to do so. Everything, to be complete again.",/iYDMJqNoG1rAPUl4zrC1cVNNbzG.jpg
766507,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",/h58U7d1OZyuWaCWMYvw4mfnv6H3.jpg
1147416,"Miraculous World: London, At the Edge of Time","To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time. Who is this new supervillain, and why are they obsessed with exposing Marinette's secret superhero identity? Marinette's only hope is to defeat her new opponent to prevent the end of Ladybug and time itself!",/6AtoMpHvs9pxd30KsyK8QmJ9W9M.jpg
1135869,Salome,Kelas Bintang is back with this pack of drama called Salome.,/9R94k6pMdLWHwzxSSlKVrPo0EE3.jpg
1140847,Cinderella's Revenge,"Cinderella finds freedom from her wicked stepmother with the help of her fairy godmother. Only this time, they unleash a plan of bloody vengeance.",/ySuBGftgBRcqf4N2HpN68Mvyprf.jpg
408,Snow White and the Seven Dwarfs,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",/3VAHfuNb6Z7UiW12iYKANSPBl8m.jpg
1156593,Your Fault,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg
1307520,The Biggest Fan,"Canceled in Hollywood, star Lana Cruz heads to her hometown for a comeback. Enter Polly, her fan-turned-frenemy. Can Lana dodge drama and reclaim her fame?",/wgUmsekYPOt9ZQ8ero91qRnmhQY.jpg
646097,Rebel Ridge,A former Marine confronts corruption in a small town when local law enforcement unjustly seizes the bag of cash he needs to post his cousin's bail.,/xEt2GSz9z5rSVpIHMiGdtf0czyf.jpg
1029281,Strange Darling,Nothing is what it seems when a twisted one-night stand spirals into a serial killer’s vicious murder spree.,/kWNCRgt3ocv19bYO0sk7TRuZuFY.jpg
489,Good Will Hunting,"Headstrong yet aimless, Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he secretly solves highly difficult graduate-level math problems, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he gets court-ordered therapy. Eventually, therapist Dr. Sean Maguire helps Will confront the demons that are holding him back.",/z2FnLKpFi1HPO7BEJxdkv6hpJSU.jpg
372049,My Friend's Wife,"I want to spend all night with my friend's wife who is extremely sexy. Jeong-woo is a husband who can't get an erection while his marriage is going down the drain.  A friend and his wife from the States suggest a couples trip and Jeong-woo meets his friend's wife Hye-sook who is extremely sexy. His 'package' keeps getting stimlated every time he sees her. He tries to ignore it but every time he sees her, he gets sexual fantasies. Finally, he suggests to his friend, to 'switch' partners...",/6BZKRq3bvTOuG4G01H1jcE0F5TG.jpg
516729,Paddington in Peru,"Paddington travels to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown Family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey through the Amazon rainforest and up to the mountain peaks of Peru.",/rzfqeLdHIysJGrspMICyedpqDqt.jpg
6977,No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",/bj1v6YKF8yHqA489VFfnQvOJpnc.jpg
1232933,Fear Below,A rag-tag team of divers attempting to salvage a sunken car from a river are thwarted by a highly aggressive bull shark.,/obK2G8huZWeAQEgOz1I47AkzHYh.jpg
530915,1917,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",/iZf0KyrE25z1sage4SYFLCCrMi9.jpg
162,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg
601,E.T. the Extra-Terrestrial,"An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg
161,Ocean's Eleven,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg
7555,Rambo,"In Thailand, ex-Green Beret John James Rambo joins a group of mercenaries to venture into war-torn neighboring Myanmar to rescue a group of Christian aid workers who have been kidnapped by a ruthless local infantry unit.",/3mInub5c8o00H7EJ1TrjAqOzIuc.jpg
933260,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",/cGm2qnmXx9tFabmzEIkJZjCJdQd.jpg
774370,Dog Man,"When a faithful police dog and his human police officer owner are injured together on the job, a harebrained but life-saving surgery fuses the two of them together and Dog Man is born. Dog Man is sworn to protect and serve—and fetch, sit and roll over. As Dog Man embraces his new identity and strives to impress his Chief, he must stop the pretty evil plots of feline supervillain Petey the Cat.",/89wNiexZdvLQ41OQWIsQy4O6jAQ.jpg
137113,Edge of Tomorrow,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",/nBM9MMa2WCwvMG4IJ3eiGUdbPe6.jpg
696506,Mickey 17,"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.",/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg
72190,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",/aCnVdvExw6UWSeQfr0tUH3jr4qG.jpg
1127110,Diablo,"Ex-con Kris Chaney seizes the daughter of a Colombian gangster to fulfill a noble promise to the young girl's mother. When her father enlists both the criminal underworld and a psychotic killer to exact his revenge, Kris relies on everything he's ever learned to stay alive and keep his word.",/uFQduVyYIinJy3eLjozgfl6Xtcn.jpg
157350,Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg
38575,The Karate Kid,"12-year-old Dre Parker could've been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",/b1RBy3l297N0c7PHjlz35cClWju.jpg
351286,Jurassic World: Fallen Kingdom,"Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",/270MrJNqJovumHXGE6SSt0zwUIF.jpg
950387,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg
438148,Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg
88,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg
24428,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg
1450599,K.O.,"A former fighter must find the missing son of an opponent he accidentally killed years ago, taking on a brutally violent crime gang in Marseille.",/qcM2sUiAeP4zXwx4ADSvgc9S58k.jpg
1087192,How to Train Your Dragon,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",/q5pXRYTycaeW6dEgsCrd4mYPmxM.jpg
216015,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg
9286,Final Destination 3,"High school senior Wendy's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself — which seeks out those who escaped their fate.",/p7ARuNKUGPGvkBiDtIDvAzYzonX.jpg
992784,Bingwit,"Salem is an ambitious woman who uses her body to attract three men - her politician husband Domingo, the hunk servant Medel/Arnel, and her boy toy Aldon - until Medel/Arnel and Aldon fall in love with each other!",/40mwVoQw2ERm5AAhUZ34aII37b7.jpg
1710,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,/oMgwJb016znNZcpDR20eXxZoW8A.jpg
575264,Mission: Impossible - Dead Reckoning Part One,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",/NNxYkU70HPurnNCSiCjYAmacwm.jpg
399579,Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",/xRWht48C2V8XNfzvPehyClOvDni.jpg
862,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
940721,Godzilla Minus One,"In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.",/2E2WTX0TJEflAged6kzErwqX1kt.jpg
1124620,The Monkey,"When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",/yYa8Onk9ow7ukcnfp2QWVvjWYel.jpg
818647,Through My Window,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg
646315,The Legendary Lighter,A man who used to be called Lighter cleans up his act from his days as a gangster and struggles to start over.,/h5fCwKCnKAKxdX6onTnrU6MeYe8.jpg
624860,The Matrix Resurrections,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",/8c4a8kE7PizaGQQnditMmI1xbRp.jpg
135397,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",/rhr4y79GpxQF9IsfJItRXVaoGs4.jpg
1020414,Peter Pan's Neverland Nightmare,"Wendy Darling strikes out in an attempt to rescue her brother Michael from the clutches of the evil Peter Pan who intends to send him to Neverland. Along the way she meets a twisted Tinkerbell, who is hooked on what she thinks is fairy dust.",/mOR1Ks0EcXocwMV4EPv4letz0F5.jpg
50620,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg
474350,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",/zfE0R94v1E8cuKAerbskfD3VfUt.jpg
549509,The Brutalist,"When a visionary architect and his wife flee post-war Europe in 1947 to rebuild their legacy and witness the birth of modern United States, their lives are changed forever by a mysterious, wealthy client.",/vP7Yd6couiAaw9jgMd5cjMRj3hQ.jpg
136799,Trolls,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.",/9VlK2j0THZWzhQPq0W3Oc0IIdBB.jpg
122,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg
1023922,MaXXXine,"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past.",/ArvoFK6nlouZRxYmtIOUzKIrg90.jpg
1139566,Through My Window 3: Looking at You,"After the events of the summer, Ares and Raquel they don't see a way forward in their relationship and decide to go separate ways. But when they meet again in the winter in Barcelona, the love and desire they feel for each other is undeniable. Will they be able to find a way to get back together?",/gwpTgtwVAwmvivBN8rAQABpx9Am.jpg
508947,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg
1238307,Masameer Junior,"After a dire lesson on bad behavior, three unruly six-year-olds embark on a chaotic quest for the ultimate ""good deed"" — unleashing mayhem at every turn.",/vjfiq5BG70KiHAEaQ8DdG7bP49M.jpg
926670,Henry Danger: The Movie,"Henry Hart meets a superfan—eager to fight crime with Kid Danger—who comes into possession of a device that can open up alternate realities. Facing a wild ride, Henry will need his best friend Jasper and his new superfan sidekick to find his way out or be stuck in another dimension forever.",/dFWj2rOGsqSIX1PHFghbCBgpMnk.jpg
1092899,The Siege,"International assassin Walker is compromised during a mission and sent to a reassignment center for a new identity. During his stay at the facility, a ruthless assault team storms the compound searching for someone their boss has lost. Walker begrudgingly falls in with skilled hitwoman Elda and her mysterious ward Juliet in order to survive the night.",/hVh4hMzkXNLnScudbid6hDvjMPk.jpg
1480799,The Great Escape,,/h7shL668vhC2wsZQSBWzxkMuZ8K.jpg
423108,The Conjuring: The Devil Made Me Do It,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg
68721,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg
653346,Kingdom of the Planet of the Apes,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",/gKkl37BQuKTanygYQG1pyYgLVgf.jpg
507241,The Killer's Game,"When top hitman Joe Flood is diagnosed with a terminal illness, he decides to take matters into his own hands – by taking a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues and win back the love of his life before it's too late.",/4bKlTeOUr5AKrLky8mwWvlQqyVd.jpg
1043758,The Problem with People,Two estranged cousins who never knew each other try to make amends for many generations of family dispute.,/18tgLakMGWCjhGJKwby53wh5tpp.jpg
9502,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg
408866,RE:BORN,A former special forces operative struggling to contain the destructive impulses of his past goes on a rampage against a squad of ruthless assassins.,/y14VzRr1er9DNiJffToo763esMe.jpg
420809,Maleficent: Mistress of Evil,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg
283995,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg
354912,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",/6Ryitt95xrO8KXuqRGm1fUuNwqF.jpg
14160,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",/mFvoEwSfLqbcWwFsDjQebn9bzFe.jpg
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg
275,Fargo,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",/rUjUCT6GvFS475sKJVfHWZUdnv5.jpg
726139,Project Silence,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",/lZT5Cq4wkz7IeJEnz94U94xuEWD.jpg
350,The Devil Wears Prada,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",/8912AsVuS7Sj915apArUFbv6F9L.jpg
177677,Mission: Impossible - Rogue Nation,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",/jwqL7croP7JMVfz0l9o7V4yJsJO.jpg
11836,The SpongeBob SquarePants Movie,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",/1rvzKV1d18EbDVaEd4VDzK3cgnY.jpg
3933,Corpse Bride,"In a 19th-century European village, a young man about to be married is whisked away to the underworld and wed to a mysterious corpse bride, while his real bride waits bereft in the land of the living.",/isb2Qow76GpqYmsSyfdMfsYAjts.jpg
967847,Ghostbusters: Frozen Empire,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second Ice Age.",/e1J2oNzSBdou01sUvriVuoYp0pJ.jpg
238,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",/3bhkrj58Vtu7enYsRolD1fZdja1.jpg
1266860,What We Wanted to Be,"An impossible love story that begins outside a movie theater, continues in a café and could end with the two protagonists together… if real life wasn’t much more complicated than the movies. United by their love of cinema, these two main characters decide to live the lives they dreamed of and not the lives they are destined to live. In a series of encounters, imagination triumphs over reality and everyday reality takes a back seat.",/kjqpo7iLlMXT83usisXAkVEkEDk.jpg
1241894,Woodwalkers,"Humans who can shapeshift into animals struggle to integrate with others without giving away their special abilities. As a group, they strive to inform and institute change in the world perspective of deforestation and the importance of natural habitats. However, when that can’t happen, they are forced to take matters into their own hands.",/bC1r04ohuxv5feaGDzQ0lXz7Bbl.jpg
870028,The Accountant²,"When an old acquaintance is murdered, Wolff is compelled to solve the case. Realizing more extreme measures are necessary, Wolff recruits his estranged and highly lethal brother, Brax, to help. In partnership with Marybeth Medina, they uncover a deadly conspiracy, becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried.",/kMDUS7VmFhb2coRfVBoGLR8ADBt.jpg
